# 31464
MU10S501 32564881.010 5778430.950 13128 0.000000    1.000  % 66.549 66.600 -0.051 % 1 8286    18.661047    
MU10S505 32564716.820 5778485.910 13130 0.000000    1.000  % 62.532 62.650 -0.118 % 1 5542    23.129560    
MU10S502 32564684.590 5778440.760 13142 0.000000    1.000  % 61.884 61.820 0.064 % 1 14740    29.091499    
MU10S802 32564973.010 5778432.080 13148 0.000000    1.000  % 68.958 68.920 0.038 % 1 3042    27.681938    
MU10S509 32564940.960 5778461.140 13153 0.000000    1.000  % 67.678 67.800 -0.122 % 1 13367    28.260363    
MU10S508 32564931.780 5778442.450 13165 0.000000    1.000  % 67.932 67.400 0.532 % 1 6217    31.796803    
MU10S506 32564817.290 5778465.170 13187 0.000000    1.000  % 64.634 64.860 -0.226 % 1 5861    25.886057    
MU10S507 32564877.560 5778453.360 13270 0.000000    1.000  % 66.352 66.100 0.252 % 1 9871    26.235588    
MU14N503 32565004.460 5778214.910 14348 0.000000    1.000  % 69.644 69.480 0.164 % 1 8234    26.866709    
MU14N504 32564985.340 5778247.470 14352 0.000000    1.000  % 69.557 69.130 0.427 % 1 3798    25.471991    
MU14N519 32564765.900 5778373.360 14357 0.000000    1.000  % 63.658 63.550 0.108 % 1 7597    13.801809    
MU14N529 32564829.590 5778407.960 14358 0.000000    1.000  % 65.497 65.090 0.407 % 1 8738    24.588261    
MU14N514 32564732.570 5778256.030 14361 0.000000    1.000  % 62.525 62.550 -0.025 % 1 2643    17.644388    
MU14N532 32564874.830 5778373.590 14362 0.000000    1.000  % 66.878 66.700 0.178 % 1 9954    20.446495    
MU14N516 32564762.560 5778373.920 14365 0.000000    1.000  % 63.670 63.550 0.120 % 1 6301    11.141257    
MU14N520 32564781.560 5778358.370 14366 0.000000    1.000  % 64.177 63.900 0.277 % 1 6809    21.401175    
MU14N536 32564881.130 5778197.860 14367 0.000000    1.000  % 66.042 65.800 0.242 % 1 6690    32.807056    
MU14N505 32564991.900 5778315.690 14370 0.000000    1.000  % 69.505 69.500 0.005 % 1 1287    26.575773    
MU14N537 32564880.070 5778378.290 14371 0.000000    1.000  % 66.847 66.700 0.147 % 1 3397    23.761696    
MU14N509 32564689.080 5778294.340 14373 0.000000    1.000  % 62.089 61.690 0.399 % 1 8090    28.357317    
MU14N518 32564770.730 5778215.910 14374 0.000000    1.000  % 63.398 63.550 -0.152 % 1 7338    19.844828    
MU14N539 32564915.870 5778320.360 14377 0.000000    1.000  % 67.574 67.200 0.374 % 1 10057    29.550959    
MU14N507 32564683.020 5778375.420 14382 0.000000    1.000  % 61.694 61.750 -0.056 % 1 5909    27.731667    
MU14N528 32564810.160 5778317.000 14386 0.000000    1.000  % 64.758 64.610 0.148 % 1 7257    8.134879    
MU14N530 32564836.010 5778283.200 14391 0.000000    1.000  % 65.252 65.220 0.032 % 1 4122    17.344212    
MU14N526 32564810.540 5778352.360 14396 0.000000    1.000  % 64.863 64.640 0.223 % 1 7317    10.975328    
MU14N521 32564800.290 5778314.310 14400 0.000000    1.000  % 64.489 64.570 -0.081 % 1 5692    11.016024    
MU14N502 32564962.040 5778191.360 14403 0.000000    1.000  % 68.496 68.290 0.206 % 1 12725    28.725985    
MU14N541 32564942.930 5778196.550 14404 0.000000    1.000  % 68.357 68.320 0.037 % 1 11007    25.172253    
MU14N510 32564723.570 5778374.600 14412 0.000000    1.000  % 62.670 62.800 -0.130 % 1 7568    22.274357    
MU14N517 32564763.490 5778415.160 14414 0.000000    1.000  % 63.680 63.650 0.030 % 1 2888    18.411278    
MU14N527 32564811.220 5778389.780 14415 0.000000    1.000  % 64.957 64.920 0.037 % 1 10511    21.672804    
MU14N535 32564882.510 5778259.960 14421 0.000000    1.000  % 66.161 66.110 0.051 % 1 9008    31.582813    
MU14N515 32564734.110 5778293.530 14423 0.000000    1.000  % 62.698 62.660 0.038 % 1 5331    16.290312    
MU14N531 32564873.070 5778263.460 14424 0.000000    1.000  % 66.048 66.110 -0.062 % 1 1460    24.853491    
MU14N533 32564873.940 5778321.190 14425 0.000000    1.000  % 66.456 66.400 0.056 % 1 6970    23.899210    
